UserID,Easy,Medium,Hard,Topics,T1 Easy,T1 Medium,T1 Hard,Tn_Level,Accuracy,No Of Attempts,Time Taken,Contest Rank,ContestID,Contest Weightage
U1032,17,26,67,11,5,1,2,794334,67.4,6,86,44,contest@1032,1-10
U1033,52,22,64,20,3,2,4,783630,53.84,1,113,29,contest@1033,21-50
U1034,117,83,15,11,1,4,1,691128,95.94,14,195,44,contest@1034,51-100
U1035,69,77,90,9,2,1,2,615897,64.14,18,304,30,contest@1035,51-100
U1036,126,8,19,6,1,2,2,528587,98.45,19,100,7,contest@1036,1-10
U1037,71,73,83,4,3,2,2,202729,55.38,16,302,15,contest@1037,51-100
U1038,41,8,89,18,5,1,4,819575,65.03,17,96,48,contest@1038,21-50
U1039,150,48,46,15,3,1,3,351331,84.55,9,454,21,contest@1039,11-20
U1040,72,56,52,20,4,3,2,945072,93.93,16,253,39,contest@1040,11-20
U1041,51,40,37,19,5,4,3,525166,77.24,9,327,65,contest@1041,21-50
U1042,199,83,89,20,5,5,3,776880,77.78,2,415,68,contest@1042,51-100
U1043,181,100,86,12,4,4,1,739498,69.36,19,361,64,contest@1043,11-20
U1044,130,64,72,17,1,3,4,236701,93.42,14,195,11,contest@1044,1-10
U1045,132,92,13,5,4,3,2,135476,59.48,10,3,95,contest@1045,1-10
U1046,72,27,12,19,5,2,3,993207,79.66,5,39,51,contest@1046,21-50
U1047,147,58,24,20,1,5,1,702893,52.12,2,111,23,contest@1047,21-50
U1048,139,18,65,5,3,5,2,785977,50.64,20,272,65,contest@1048,21-50
U1049,12,42,61,9,2,4,4,862155,95.0,6,188,25,contest@1049,11-20
U1050,133,58,98,9,4,5,3,386228,70.48,4,90,50,contest@1050,21-50
U1051,134,96,55,12,3,3,3,566323,92.02,5,356,47,contest@1051,1-10
U1052,153,53,83,17,3,5,1,147989,82.82,12,121,32,contest@1052,51-100
U1053,191,49,39,8,5,2,5,128999,69.25,17,443,16,contest@1053,1-10
U1054,130,48,82,10,4,2,4,883073,66.78,4,74,71,contest@1054,51-100
U1055,101,61,49,18,1,4,3,377573,59.23,16,98,93,contest@1055,1-10
U1056,84,56,75,3,4,1,5,451909,76.09,14,172,20,contest@1056,11-20
U1057,190,37,91,10,2,5,2,443306,98.22,10,295,74,contest@1057,21-50
U1058,50,95,94,12,5,3,3,234510,82.39,9,378,79,contest@1058,1-10
U1059,105,24,99,19,5,4,5,514898,71.15,15,259,21,contest@1059,1-10
U1060,26,94,67,13,4,3,5,707815,90.12,17,191,74,contest@1060,21-50
U1061,120,39,65,4,5,5,2,969474,71.45,16,326,3,contest@1061,1-10
U1062,71,96,66,17,2,1,2,780828,78.78,15,212,48,contest@1062,1-10
U1063,33,95,75,8,1,4,3,577083,94.08,13,46,8,contest@1063,21-50
U1064,147,67,93,15,5,1,3,914315,74.33,19,189,62,contest@1064,1-10
U1065,175,42,79,4,1,4,1,650576,67.36,16,246,15,contest@1065,1-10
U1066,108,35,24,18,5,2,2,649401,95.01,13,14,35,contest@1066,51-100
U1067,93,24,78,19,5,2,5,577288,54.03,19,360,51,contest@1067,11-20
U1068,162,80,54,13,3,3,5,372512,83.76,10,79,33,contest@1068,21-50
U1069,87,97,46,17,1,2,2,306962,85.53,7,229,18,contest@1069,11-20
U1070,155,36,5,4,2,4,4,253565,63.67,1,352,47,contest@1070,51-100
U1071,48,82,93,15,5,1,2,269325,77.59,14,356,54,contest@1071,1-10
U1072,190,31,68,15,5,1,3,172367,50.73,4,328,84,contest@1072,11-20
U1073,140,76,10,4,5,1,1,570657,79.39,6,393,50,contest@1073,1-10
U1074,94,55,77,17,2,5,2,553641,57.17,15,63,100,contest@1074,11-20
U1075,181,20,79,19,4,4,4,966307,84.92,14,74,71,contest@1075,21-50
U1076,18,40,5,14,3,1,5,588429,82.02,5,29,49,contest@1076,51-100
U1077,139,5,86,20,1,3,1,690332,90.92,16,274,97,contest@1077,1-10
U1078,85,78,70,11,1,4,4,667826,59.39,14,490,24,contest@1078,51-100
U1079,150,75,32,17,1,1,5,759169,79.19,1,97,82,contest@1079,21-50
U1080,53,46,24,17,1,5,4,646941,96.78,3,379,5,contest@1080,11-20
U1081,47,69,48,9,3,1,2,529473,84.67,20,207,71,contest@1081,51-100
U1082,53,66,35,3,5,4,2,403403,62.03,15,202,18,contest@1082,1-10
U1083,125,29,19,3,2,4,3,846300,55.62,11,383,100,contest@1083,51-100
U1084,173,58,7,11,2,4,2,711385,68.41,10,307,86,contest@1084,21-50
U1085,52,46,50,6,5,1,4,709374,50.81,20,64,15,contest@1085,1-10
U1086,143,34,32,14,3,2,1,943910,66.34,7,311,23,contest@1086,11-20
U1087,43,38,37,10,3,2,2,381754,72.91,15,179,98,contest@1087,51-100
U1088,38,99,13,15,3,2,2,251000,95.63,19,157,72,contest@1088,21-50
U1089,16,14,46,7,2,4,3,563732,96.76,6,4,75,contest@1089,51-100
U1090,148,73,14,9,1,4,5,551376,64.94,9,25,11,contest@1090,11-20
U1091,125,25,80,17,2,2,2,889158,88.15,1,281,81,contest@1091,11-20
U1092,165,44,67,7,5,2,5,168348,95.14,10,209,3,contest@1092,51-100
U1093,175,74,95,12,4,3,4,730583,73.73,4,249,100,contest@1093,1-10
U1094,129,37,30,19,5,5,4,611255,99.42,6,9,92,contest@1094,21-50
U1095,112,5,68,4,2,3,1,406489,94.97,19,3,46,contest@1095,1-10
U1096,64,17,86,11,2,5,1,863852,90.22,7,236,92,contest@1096,1-10
U1097,158,67,80,18,2,4,4,759200,60.21,15,41,9,contest@1097,51-100
U1098,48,54,89,4,4,3,2,788914,55.56,2,379,70,contest@1098,1-10
U1099,191,38,58,6,2,4,4,975613,79.5,1,148,55,contest@1099,51-100
U1100,121,42,73,11,3,3,5,160333,83.63,16,465,71,contest@1100,11-20
U1101,75,94,73,12,1,4,1,435210,79.35,15,291,68,contest@1101,51-100
U1102,118,57,9,12,4,2,3,842493,90.48,13,303,6,contest@1102,51-100
U1103,134,9,66,14,3,5,5,272670,59.57,13,12,12,contest@1103,11-20
U1104,52,38,17,13,4,2,2,686562,78.73,12,489,8,contest@1104,11-20
U1105,38,75,41,3,3,3,1,203801,55.14,15,99,96,contest@1105,1-10
U1106,154,8,28,11,3,1,5,449795,61.98,11,381,50,contest@1106,51-100
U1107,55,21,99,7,2,1,4,865365,94.09,17,268,97,contest@1107,11-20
U1108,171,96,74,10,1,3,3,351752,50.8,12,404,34,contest@1108,1-10
U1109,186,47,91,11,2,5,2,385749,57.71,12,333,5,contest@1109,1-10
U1110,125,30,15,12,3,3,1,836624,68.76,2,267,2,contest@1110,21-50
U1111,158,47,68,4,5,1,2,616256,93.91,18,363,18,contest@1111,11-20
U1112,17,19,56,6,3,5,1,186424,56.24,6,492,79,contest@1112,11-20
U1113,41,25,59,18,5,5,3,496500,99.03,4,363,19,contest@1113,51-100
U1114,95,24,50,10,2,1,4,671303,61.16,20,210,62,contest@1114,21-50
U1115,133,72,20,7,4,2,3,807807,57.38,13,134,62,contest@1115,51-100
U1116,42,60,89,9,3,4,1,859646,58.2,20,185,63,contest@1116,1-10
U1117,53,91,52,16,3,5,3,548030,78.46,5,493,35,contest@1117,21-50
U1118,150,53,74,6,1,5,1,597681,84.39,8,279,14,contest@1118,51-100
U1119,16,12,88,4,4,5,1,839077,64.74,15,50,40,contest@1119,21-50
U1120,76,36,8,18,5,3,5,562098,82.15,15,447,61,contest@1120,11-20
U1121,129,38,71,17,5,2,2,241650,86.51,19,77,85,contest@1121,21-50
U1122,136,14,15,14,5,5,4,137285,63.53,12,458,64,contest@1122,11-20
U1123,125,27,13,5,5,3,1,329643,54.31,1,95,73,contest@1123,11-20
U1124,185,59,78,9,4,4,5,350681,51.07,14,234,5,contest@1124,21-50
U1125,175,42,98,3,5,3,5,786054,80.34,18,50,91,contest@1125,11-20
U1126,130,62,35,13,1,4,1,207782,99.39,20,352,46,contest@1126,21-50
U1127,20,59,17,15,5,4,1,808635,97.2,8,179,61,contest@1127,51-100
U1128,109,63,26,13,5,2,3,430844,83.89,9,27,5,contest@1128,21-50
U1129,31,89,19,17,5,1,3,739814,66.68,3,17,61,contest@1129,1-10
U1130,185,23,69,8,3,5,4,531070,97.81,16,450,50,contest@1130,51-100
U1131,127,65,18,16,3,3,5,845732,91.45,10,497,13,contest@1131,51-100
U1132,127,16,72,14,3,5,1,293513,95.43,7,331,97,contest@1132,51-100
U1133,191,79,97,7,4,2,5,821155,86.36,18,355,51,contest@1133,21-50
U1134,26,81,90,14,4,1,3,885581,56.13,13,46,66,contest@1134,51-100
U1135,23,5,9,20,2,3,5,351943,98.39,15,263,72,contest@1135,11-20
U1136,94,23,88,6,4,4,1,698382,83.42,14,406,86,contest@1136,11-20
U1137,161,14,41,11,5,3,2,656954,52.11,6,68,55,contest@1137,11-20
U1138,95,11,5,9,4,3,1,593242,68.73,16,68,13,contest@1138,21-50
U1139,26,55,46,3,2,3,3,839068,76.16,13,13,19,contest@1139,51-100
U1140,191,60,91,15,3,5,5,134421,94.15,13,338,98,contest@1140,51-100
U1141,52,84,37,19,3,2,4,328779,82.15,4,106,42,contest@1141,1-10
U1142,117,92,81,5,4,1,4,324872,56.54,2,263,71,contest@1142,11-20
U1143,122,99,89,13,3,1,2,601046,59.29,17,36,33,contest@1143,11-20
U1144,184,97,93,20,2,5,1,765098,60.91,3,368,55,contest@1144,21-50
U1145,54,67,95,8,4,5,3,319660,80.55,1,272,12,contest@1145,21-50
U1146,86,86,77,19,4,3,1,694805,60.23,12,44,35,contest@1146,21-50
U1147,155,22,92,16,1,2,5,633926,86.01,19,147,92,contest@1147,51-100
U1148,137,40,84,20,1,3,5,935232,63.32,18,289,55,contest@1148,21-50
U1149,50,44,77,16,5,2,5,684931,71.09,6,95,16,contest@1149,51-100
U1150,73,70,78,14,1,5,4,376764,69.67,16,293,81,contest@1150,1-10
U1151,58,37,66,16,2,4,2,967863,53.85,3,173,35,contest@1151,21-50
U1152,51,65,28,15,2,5,1,245552,73.07,14,322,42,contest@1152,51-100
U1153,40,94,79,13,4,5,5,857254,69.3,12,378,36,contest@1153,51-100
U1154,152,33,25,20,1,3,2,266911,53.81,13,101,65,contest@1154,11-20
U1155,157,60,61,9,2,1,3,480663,76.71,16,256,14,contest@1155,1-10
U1156,96,68,80,19,1,4,1,503245,75.61,1,288,78,contest@1156,51-100
U1157,192,84,25,13,1,3,4,516135,66.62,1,214,36,contest@1157,21-50
U1158,200,99,21,9,5,3,5,199150,62.48,2,123,3,contest@1158,51-100
U1159,91,12,50,17,3,4,2,591006,52.04,3,92,96,contest@1159,11-20
U1160,154,42,51,16,4,2,3,593583,94.73,10,490,83,contest@1160,1-10
U1161,23,32,18,17,1,4,4,547967,66.1,2,171,22,contest@1161,1-10
U1162,24,14,85,15,1,5,1,323463,99.9,5,214,28,contest@1162,11-20
U1163,120,19,43,7,4,1,3,591790,70.28,11,251,32,contest@1163,51-100
U1164,42,79,23,15,3,4,2,405496,53.8,7,124,30,contest@1164,21-50
U1165,172,75,58,4,1,4,4,470982,58.35,2,381,96,contest@1165,21-50
U1166,187,94,33,6,2,4,3,258617,55.84,19,237,63,contest@1166,51-100
U1167,137,63,76,15,2,2,5,702135,99.71,2,363,63,contest@1167,11-20
U1168,29,50,13,14,3,2,4,826226,95.23,10,497,73,contest@1168,11-20
U1169,68,16,85,15,3,1,4,379066,54.81,18,63,54,contest@1169,11-20
U1170,134,7,8,5,2,1,2,500355,63.57,8,416,25,contest@1170,1-10
U1171,113,15,67,6,3,4,1,461305,73.84,16,90,10,contest@1171,21-50
U1172,27,49,100,10,3,2,2,347139,87.41,11,416,66,contest@1172,1-10
U1173,85,72,45,7,5,1,5,408758,95.82,17,446,16,contest@1173,1-10
U1174,90,69,96,7,3,3,3,737507,54.64,13,189,81,contest@1174,11-20
U1175,112,67,49,13,3,3,3,122252,64.1,4,129,29,contest@1175,21-50
U1176,144,78,70,10,4,4,1,717488,80.88,17,469,61,contest@1176,1-10
U1177,167,88,94,5,4,5,3,916174,94.04,17,225,1,contest@1177,11-20
U1178,175,14,55,5,5,1,1,702088,55.11,16,212,70,contest@1178,21-50
U1179,50,52,13,8,3,1,4,374899,65.1,11,421,20,contest@1179,51-100
U1180,164,51,68,6,2,2,2,722929,66.58,13,145,22,contest@1180,1-10
U1181,82,87,15,19,4,5,5,336935,85.82,15,171,15,contest@1181,51-100
U1182,128,84,61,16,3,5,3,781432,91.39,4,206,96,contest@1182,51-100
U1183,166,34,72,7,3,1,1,263380,74.37,11,426,10,contest@1183,11-20
U1184,142,32,5,4,3,3,4,443093,71.55,2,409,67,contest@1184,11-20
U1185,95,58,43,10,3,2,4,975771,85.97,5,312,10,contest@1185,51-100
U1186,77,41,42,20,3,4,2,908750,79.95,2,241,54,contest@1186,1-10
U1187,188,67,40,17,2,1,2,232936,89.79,7,256,40,contest@1187,51-100
U1188,24,85,88,11,5,3,3,510847,77.3,1,114,71,contest@1188,21-50
U1189,123,76,53,4,5,3,4,515360,84.08,19,411,87,contest@1189,1-10
U1190,20,8,51,8,2,5,5,251134,90.93,1,91,39,contest@1190,1-10
U1191,195,7,14,12,3,1,5,438289,97.18,17,9,64,contest@1191,21-50
U1192,196,53,31,7,5,4,5,491321,59.49,6,79,9,contest@1192,21-50
U1193,120,44,8,14,5,3,4,857447,96.85,16,72,69,contest@1193,1-10
U1194,112,19,78,20,4,3,2,966679,91.94,7,90,43,contest@1194,11-20
U1195,153,43,46,12,3,3,2,510542,75.14,11,248,10,contest@1195,51-100
U1196,169,96,24,15,1,5,1,634592,90.96,15,292,69,contest@1196,51-100
U1197,155,30,25,5,3,5,3,653848,72.95,6,377,87,contest@1197,11-20
U1198,76,68,90,10,3,5,2,251360,71.54,20,172,90,contest@1198,1-10
U1199,184,13,48,18,2,5,1,909876,72.99,4,65,53,contest@1199,21-50
U1200,88,60,16,5,5,2,5,748385,94.01,9,159,9,contest@1200,51-100
U1201,112,38,26,13,3,2,1,433526,84.26,7,249,46,contest@1201,1-10
U1202,141,82,17,8,1,4,4,325629,60.04,3,388,72,contest@1202,51-100
U1203,39,63,16,20,3,3,1,907170,99.26,20,200,82,contest@1203,21-50
U1204,14,80,49,14,2,5,1,799172,74.39,15,70,83,contest@1204,1-10
U1205,45,86,30,15,3,3,1,448091,93.14,8,262,90,contest@1205,51-100
U1206,133,33,56,13,5,1,3,429832,61.25,17,313,5,contest@1206,11-20
U1207,58,60,59,16,3,4,3,718450,59.07,11,431,23,contest@1207,21-50
U1208,29,53,37,17,5,2,5,114196,99.34,4,76,30,contest@1208,51-100
U1209,47,74,81,14,1,3,3,186287,81.32,17,373,91,contest@1209,21-50
U1210,108,12,10,11,4,4,2,579854,53.65,18,350,81,contest@1210,51-100
U1211,127,36,65,7,4,5,3,204855,69.77,1,87,83,contest@1211,51-100
U1212,122,54,100,14,2,2,5,963261,81.71,5,293,3,contest@1212,21-50
U1213,199,49,83,12,2,4,1,270849,70.22,6,405,54,contest@1213,51-100
U1214,160,30,61,13,4,3,3,196301,84.28,8,367,66,contest@1214,21-50
U1215,111,71,14,4,3,1,5,595300,83.8,10,461,23,contest@1215,21-50
U1216,93,86,49,3,4,4,4,396053,99.23,20,486,75,contest@1216,51-100
U1217,72,67,17,12,3,2,3,588016,73.47,5,434,28,contest@1217,11-20
U1218,162,15,25,4,4,1,4,261307,50.25,7,177,73,contest@1218,21-50
U1219,149,72,67,20,4,1,2,707577,52.94,7,250,46,contest@1219,11-20
U1220,69,79,31,18,5,5,4,329982,55.72,12,123,97,contest@1220,51-100
U1221,66,95,84,5,1,1,4,874173,58.43,17,211,43,contest@1221,11-20
U1222,109,71,22,7,4,3,3,489465,58.2,16,449,42,contest@1222,11-20
U1223,30,24,32,14,4,3,1,525637,82.37,18,417,10,contest@1223,1-10
U1224,163,51,18,6,2,4,3,361922,72.66,20,166,98,contest@1224,21-50
U1225,84,9,84,6,3,2,5,793020,60.07,18,202,23,contest@1225,11-20
U1226,57,40,71,11,4,5,1,593178,61.68,17,181,18,contest@1226,11-20
U1227,100,24,63,12,4,4,4,177773,56.02,3,221,26,contest@1227,21-50
U1228,80,58,9,4,3,1,4,162600,65.61,13,160,99,contest@1228,11-20
U1229,119,10,60,14,4,2,3,508396,99.71,8,348,75,contest@1229,21-50
U1230,162,68,29,18,1,2,5,311977,82.47,20,200,46,contest@1230,21-50
U1231,12,91,9,20,5,5,5,197982,53.02,5,160,90,contest@1231,21-50
U1232,31,15,13,15,5,5,1,101223,55.39,2,397,32,contest@1232,51-100
U1233,44,18,51,18,5,4,5,205167,87.12,17,329,21,contest@1233,11-20
U1234,164,40,29,6,2,2,3,141917,99.78,15,104,23,contest@1234,1-10
U1235,108,57,22,11,5,2,1,182783,71.19,11,324,78,contest@1235,51-100
U1236,168,94,36,17,4,1,2,146198,64.88,10,264,92,contest@1236,1-10
U1237,23,38,53,11,3,4,1,267570,60.59,8,129,98,contest@1237,11-20
U1238,107,55,18,17,5,2,2,257161,50.76,2,17,29,contest@1238,51-100
U1239,164,8,36,8,1,5,2,520367,57.08,13,366,48,contest@1239,21-50
U1240,130,96,90,6,2,5,5,460147,91.49,14,256,22,contest@1240,11-20
U1241,90,32,37,10,4,3,3,245059,63.55,4,332,28,contest@1241,11-20
U1242,131,96,91,18,2,5,5,600792,99.13,5,249,60,contest@1242,11-20
U1243,25,41,67,18,1,3,3,281722,93.52,3,350,100,contest@1243,11-20
U1244,188,15,81,4,5,4,5,568648,93.74,5,381,30,contest@1244,51-100
U1245,121,34,26,11,2,4,4,190474,60.24,4,287,56,contest@1245,11-20
U1246,59,19,91,9,2,5,5,174650,86.12,20,250,46,contest@1246,11-20
U1247,101,54,67,7,3,5,1,743261,70.77,19,344,22,contest@1247,51-100
U1248,19,40,49,5,5,3,3,119683,82.36,20,87,64,contest@1248,11-20
U1249,79,90,20,6,4,3,1,955115,89.0,11,470,48,contest@1249,11-20
U1250,194,47,5,19,3,2,5,630991,77.17,2,271,70,contest@1250,51-100
U1251,73,54,100,13,4,5,2,989224,83.94,14,219,6,contest@1251,11-20
U1252,180,9,67,9,4,1,2,597710,58.22,19,366,56,contest@1252,11-20
U1253,27,34,83,15,5,2,1,442310,52.41,7,395,28,contest@1253,51-100
U1254,69,28,88,5,4,4,1,917895,83.54,1,458,86,contest@1254,21-50
U1255,121,55,48,15,1,2,1,606807,75.65,14,496,82,contest@1255,11-20
U1256,161,96,64,19,1,5,4,125765,68.33,4,186,50,contest@1256,1-10
U1257,176,97,32,9,2,4,1,839110,74.55,1,159,13,contest@1257,11-20
U1258,51,90,12,7,2,4,1,689537,92.32,12,150,47,contest@1258,1-10
U1259,159,42,24,11,4,3,3,600547,95.21,18,368,21,contest@1259,1-10
U1260,53,70,35,9,2,4,3,978703,86.62,16,317,81,contest@1260,21-50
U1261,197,17,6,11,1,1,3,618634,60.68,14,114,12,contest@1261,11-20
U1262,24,22,12,5,5,4,5,598482,67.5,12,56,83,contest@1262,11-20
U1263,28,66,63,18,5,4,5,999711,55.85,4,386,69,contest@1263,51-100
U1264,70,46,43,19,4,4,2,540981,96.16,12,36,34,contest@1264,1-10
U1265,191,42,66,4,4,5,4,988894,87.1,13,273,91,contest@1265,1-10
U1266,170,89,99,20,1,4,2,160328,78.22,14,144,95,contest@1266,11-20
U1267,26,79,50,4,2,1,4,278411,80.21,18,165,68,contest@1267,21-50
U1268,119,44,79,16,1,1,1,197713,84.38,13,134,8,contest@1268,11-20
U1269,106,46,78,12,1,5,2,944454,60.09,10,321,30,contest@1269,51-100
U1270,120,82,38,15,2,2,5,868807,64.77,9,72,16,contest@1270,21-50
U1271,12,94,51,19,4,2,4,350397,67.96,10,162,75,contest@1271,21-50
U1272,168,76,43,13,4,3,3,733631,91.56,18,359,73,contest@1272,11-20
U1273,196,28,93,9,2,3,4,887876,69.48,4,466,44,contest@1273,21-50
U1274,65,42,9,12,2,1,4,927210,89.56,9,350,6,contest@1274,51-100
U1275,154,43,45,15,2,4,2,961663,50.71,20,231,34,contest@1275,21-50
U1276,17,78,32,19,2,5,1,448381,77.59,14,391,52,contest@1276,21-50
U1277,84,62,48,6,1,3,5,389829,96.85,1,339,100,contest@1277,11-20
U1278,114,96,97,9,5,1,2,471936,95.0,8,158,65,contest@1278,51-100
U1279,122,72,68,4,4,3,5,626563,89.02,10,152,41,contest@1279,51-100
U1280,67,23,80,13,3,4,2,818127,54.92,15,11,37,contest@1280,51-100
U1281,121,49,57,6,2,1,4,158743,66.37,14,71,4,contest@1281,11-20
U1282,37,6,12,3,3,5,5,298475,58.71,15,266,85,contest@1282,11-20
U1283,142,25,67,4,3,3,1,630931,77.4,7,21,25,contest@1283,21-50
U1284,65,68,72,3,4,1,3,647561,82.69,2,476,51,contest@1284,21-50
U1285,53,39,23,12,2,2,5,199821,51.01,18,36,59,contest@1285,1-10
U1286,174,27,78,4,4,2,2,102750,88.77,8,328,76,contest@1286,21-50
U1287,132,74,38,5,4,5,4,148962,94.1,14,402,71,contest@1287,1-10
U1288,105,51,87,11,2,1,3,116092,56.15,13,466,48,contest@1288,21-50
U1289,143,33,38,6,4,5,2,473792,86.36,14,210,84,contest@1289,1-10
U1290,110,63,7,11,1,4,2,211684,78.77,10,161,94,contest@1290,21-50
U1291,78,87,49,9,5,1,1,331383,50.94,20,438,22,contest@1291,11-20
U1292,103,23,46,3,3,2,3,913503,97.78,5,53,44,contest@1292,1-10
U1293,89,87,26,15,2,1,5,494390,96.7,13,499,78,contest@1293,21-50
U1294,173,83,15,17,1,5,5,285092,95.54,17,195,40,contest@1294,11-20
U1295,70,30,66,6,1,1,3,949356,81.33,16,366,6,contest@1295,1-10
U1296,116,41,43,14,1,2,4,237812,86.86,9,174,88,contest@1296,11-20
U1297,146,30,43,12,4,2,2,532858,69.03,9,155,10,contest@1297,1-10
U1298,179,28,63,3,1,5,1,721905,95.35,17,146,74,contest@1298,51-100
U1299,122,12,81,19,1,2,3,763817,90.21,19,94,95,contest@1299,51-100
U1300,128,92,79,7,3,4,4,789113,95.84,9,347,55,contest@1300,51-100
U1301,190,44,70,17,3,1,3,868650,96.61,9,207,87,contest@1301,21-50
U1302,59,64,17,14,5,3,5,400102,80.92,6,248,46,contest@1302,1-10
U1303,127,55,68,12,3,1,4,843605,96.03,10,234,20,contest@1303,11-20
U1304,142,62,68,8,2,2,3,439860,75.65,15,204,21,contest@1304,11-20
U1305,28,14,41,16,1,3,2,930235,87.38,19,446,82,contest@1305,11-20
U1306,54,65,98,3,1,2,2,213637,98.17,14,313,16,contest@1306,51-100
U1307,113,46,57,11,2,2,4,461742,70.2,4,313,48,contest@1307,21-50
U1308,148,72,49,12,5,2,3,446232,99.32,8,382,80,contest@1308,11-20
U1309,146,89,53,8,4,3,2,925162,64.92,13,154,27,contest@1309,21-50
U1310,52,34,36,17,4,4,4,402717,96.16,11,91,90,contest@1310,21-50
U1311,101,92,92,5,3,2,5,138955,82.49,10,229,77,contest@1311,11-20
U1312,149,27,83,5,4,1,1,278278,76.33,16,98,64,contest@1312,21-50
U1313,88,27,72,14,5,1,4,310262,97.89,3,152,71,contest@1313,51-100
U1314,101,53,63,19,4,3,1,421403,58.35,17,381,25,contest@1314,11-20
U1315,78,66,99,3,4,2,4,421436,69.21,14,79,39,contest@1315,1-10
U1316,70,40,8,8,1,1,4,133552,96.28,18,177,99,contest@1316,11-20
U1317,102,39,46,18,4,1,1,562251,74.4,1,370,2,contest@1317,21-50
U1318,127,22,26,19,5,4,3,453876,66.8,4,406,7,contest@1318,51-100
U1319,48,43,63,17,4,2,2,269768,62.93,15,71,38,contest@1319,1-10
U1320,173,32,85,17,2,2,1,627108,51.51,3,123,58,contest@1320,11-20
U1321,111,97,45,10,2,4,1,247148,60.39,1,200,11,contest@1321,1-10
U1322,31,79,94,18,1,2,2,696836,80.68,5,383,97,contest@1322,51-100
U1323,161,88,76,5,1,3,2,414478,82.82,7,79,28,contest@1323,51-100
U1324,147,97,13,19,4,1,3,478460,53.77,9,28,43,contest@1324,1-10
U1325,154,50,28,7,5,3,4,953663,59.29,3,340,28,contest@1325,21-50
U1326,42,42,34,5,4,5,2,542078,79.76,17,127,75,contest@1326,1-10
U1327,62,61,19,12,3,2,3,604436,62.25,15,166,93,contest@1327,21-50
U1328,180,26,8,13,2,2,4,678667,63.97,20,182,73,contest@1328,21-50
U1329,168,69,24,9,5,2,4,549572,88.12,15,101,68,contest@1329,51-100
U1330,166,12,14,11,5,4,3,859578,71.25,3,272,20,contest@1330,11-20
U1331,71,58,85,14,1,5,5,723408,81.38,15,372,46,contest@1331,21-50
U1332,170,82,57,9,3,3,5,972109,69.79,1,483,96,contest@1332,11-20
U1333,14,99,5,8,4,1,2,115686,85.03,1,225,24,contest@1333,51-100
U1334,60,94,25,4,2,5,1,492203,77.37,4,264,81,contest@1334,21-50
U1335,47,31,77,12,4,5,1,884129,75.11,9,467,84,contest@1335,1-10
U1336,41,49,76,4,4,5,5,942789,58.31,2,100,84,contest@1336,21-50
U1337,67,54,95,14,1,1,2,162798,82.97,4,429,62,contest@1337,21-50
U1338,103,56,63,18,2,2,3,410522,76.46,1,321,37,contest@1338,21-50
U1339,30,16,52,13,1,2,2,543563,71.18,17,53,19,contest@1339,21-50
U1340,160,18,56,12,5,3,1,499376,76.32,9,306,85,contest@1340,51-100
U1341,123,46,10,8,3,2,1,681335,75.88,11,39,99,contest@1341,21-50
U1342,104,59,16,10,5,4,4,103435,97.19,18,182,32,contest@1342,21-50
U1343,103,10,16,14,2,1,1,254524,98.75,17,145,45,contest@1343,1-10
U1344,79,47,9,12,4,5,3,340607,75.21,19,458,10,contest@1344,1-10
U1345,133,96,35,4,1,2,3,329424,79.63,18,281,30,contest@1345,21-50
U1346,104,6,98,11,4,3,1,282626,68.07,13,449,86,contest@1346,11-20
U1347,55,36,30,17,2,3,1,712925,91.65,17,404,8,contest@1347,21-50
U1348,61,38,52,7,2,2,4,345935,58.07,3,311,23,contest@1348,21-50
U1349,143,28,65,12,4,4,2,391601,57.46,13,10,30,contest@1349,11-20
U1350,28,27,8,9,2,3,2,601588,84.78,4,403,25,contest@1350,51-100
U1351,142,32,91,10,3,3,4,677769,75.88,13,246,51,contest@1351,11-20
U1352,167,25,22,3,4,3,1,437809,82.84,8,277,72,contest@1352,51-100
U1353,82,64,16,8,2,4,5,647822,52.02,18,315,39,contest@1353,51-100
U1354,76,79,42,18,4,5,1,122656,74.75,17,330,10,contest@1354,51-100
U1355,31,32,5,10,5,4,1,868919,80.84,18,245,74,contest@1355,11-20
U1356,91,35,32,4,2,1,5,145542,96.44,20,325,24,contest@1356,51-100
U1357,21,13,16,8,4,5,3,825744,78.34,1,418,72,contest@1357,1-10
U1358,18,90,57,3,3,5,4,162632,72.59,19,176,10,contest@1358,21-50
U1359,89,54,87,15,2,1,4,294733,55.13,2,32,60,contest@1359,21-50
U1360,91,17,60,6,1,3,1,176713,91.51,19,177,35,contest@1360,51-100
U1361,22,59,8,7,2,3,1,894453,85.47,17,285,38,contest@1361,11-20
U1362,118,24,49,11,4,4,2,135484,65.3,13,9,9,contest@1362,1-10
U1363,137,84,23,10,2,2,3,173425,96.65,8,151,46,contest@1363,21-50
U1364,160,68,89,3,4,4,4,804724,73.73,12,393,5,contest@1364,51-100
U1365,64,28,97,9,3,5,4,123256,76.11,17,301,30,contest@1365,51-100
U1366,119,64,14,9,2,1,2,544907,56.75,10,79,21,contest@1366,11-20
U1367,97,19,28,8,3,1,3,126881,55.23,10,152,86,contest@1367,51-100
U1368,102,44,21,7,4,1,2,267994,78.92,8,344,6,contest@1368,21-50
U1369,47,86,71,3,5,1,5,238484,97.92,6,477,72,contest@1369,1-10
U1370,46,47,62,5,2,2,5,641590,84.09,2,318,35,contest@1370,21-50
