UserID,No. Of Contests,No. of Questions,Easy,Medium,Hard,Topics,T1 Easy,T1 Medium,T1 Hard,Tn_Level,Accuracy,No Of Attempts,Time Taken,Platform Rank
U1057,8,500,47,79,54,17,1,3,4,258291,84.57,11,98,N5
U1058,5,403,130,64,54,7,5,4,5,236926,65.9,6,409,N4
U1059,19,160,112,64,94,5,1,4,4,133186,82.93,11,103,N4
U1060,6,158,150,12,23,8,5,2,1,425765,85.43,14,261,N4
U1061,16,268,192,22,10,4,2,1,2,534947,79.87,8,64,N5
U1062,13,59,72,45,56,11,3,1,4,811072,99.8,15,181,N3
U1063,16,239,198,75,24,4,2,3,2,403006,66.11,17,365,N1
U1064,6,349,127,23,84,4,3,5,4,897044,69.25,13,208,N4
U1065,17,220,28,26,31,15,3,3,4,792963,59.82,10,253,N5
U1066,7,334,151,78,48,3,3,3,2,850587,51.95,11,21,N1
U1067,9,431,115,35,10,6,3,3,4,517191,80.42,9,23,N4
U1068,4,344,97,12,95,5,3,1,4,320846,91.26,3,388,N5
U1069,18,433,168,64,74,15,1,4,5,313039,96.5,11,172,N3
U1070,7,467,42,63,100,3,3,2,1,366324,63.43,7,477,N4
U1071,4,475,98,16,82,8,5,3,3,458761,76.06,10,213,N3
U1072,11,135,133,99,49,17,4,2,3,524574,63.72,13,126,N2
U1073,8,365,38,96,63,4,2,2,3,447309,50.9,5,15,N5
U1074,8,296,53,20,82,13,3,1,5,287753,76.15,8,499,N2
U1075,14,389,178,49,89,16,1,1,4,246618,52.55,16,102,N5
U1076,9,462,172,73,89,6,2,2,4,955905,51.77,7,3,N2
U1077,17,53,16,28,96,15,3,5,5,530816,83.08,4,67,N3
U1078,12,297,32,9,82,15,2,3,4,887112,94.79,9,329,N5
U1079,2,232,152,73,25,17,4,1,3,174145,70.18,10,55,N3
U1080,7,426,51,26,27,15,3,2,1,984371,90.42,17,40,N3
U1081,16,186,154,76,5,12,2,4,1,653277,81.87,13,174,N5
U1082,18,188,150,67,50,6,3,5,3,674984,81.0,4,445,N5
U1083,9,353,100,62,60,13,4,3,1,864876,94.05,14,107,N2
U1084,7,83,74,84,70,4,5,5,1,436271,94.05,18,249,N4
U1085,17,291,192,73,60,10,4,2,4,578211,92.45,13,433,N3
U1086,3,123,99,23,33,12,1,5,5,572951,97.37,3,262,N3
U1087,14,359,122,64,49,16,3,3,2,367158,72.89,19,362,N5
U1088,19,286,179,26,19,20,3,3,4,976140,80.74,2,20,N3
U1089,12,367,103,13,52,12,5,2,2,689122,59.06,3,478,N5
U1090,17,92,114,51,13,13,3,3,5,573510,92.95,16,54,N1
U1091,12,93,199,77,32,8,5,3,5,431879,96.56,11,203,N4
U1092,20,401,95,55,14,13,1,4,5,829733,67.97,2,137,N3
U1093,11,256,135,25,81,3,4,4,5,374739,89.97,13,91,N5
U1094,18,470,61,5,76,15,3,2,5,373496,67.44,1,300,N2
U1095,16,470,79,89,69,11,1,3,3,790538,89.96,16,123,N3
U1096,14,442,58,34,32,16,4,2,1,426298,60.9,1,194,N1
U1097,19,490,23,6,93,4,5,1,2,137591,68.16,8,314,N1
U1098,13,311,33,59,64,10,1,1,3,445819,62.77,3,425,N3
U1099,18,295,40,63,69,17,3,4,4,653169,86.89,2,357,N1
U1100,10,162,124,56,87,3,3,2,5,256214,87.87,20,21,N1
U1101,14,187,165,88,53,11,5,1,1,520166,83.79,19,259,N3
U1102,15,435,87,50,96,6,4,2,1,422521,79.93,9,441,N2
U1103,13,167,169,39,20,8,3,2,2,946322,61.42,2,82,N4
U1104,20,119,43,98,9,12,4,5,5,341402,68.75,6,203,N3
U1105,8,397,172,71,44,10,3,3,3,895253,85.88,14,416,N1
U1106,15,234,195,50,92,18,1,2,1,167234,78.64,11,437,N5
U1107,1,406,145,18,71,17,4,4,5,320911,67.35,8,124,N4
U1108,20,192,24,69,21,9,2,2,2,682897,65.99,2,11,N4
U1109,3,472,54,18,67,13,2,4,2,592958,79.99,6,476,N3
U1110,12,339,54,66,95,9,4,4,3,996953,63.88,16,145,N2
U1111,2,500,196,33,74,13,2,3,4,686067,99.09,17,4,N1
U1112,10,90,88,13,68,8,5,3,3,661073,84.6,18,203,N1
U1113,13,150,56,60,48,7,4,2,1,296309,91.03,20,293,N5
U1114,18,336,20,93,45,4,4,1,4,991710,86.84,1,131,N4
U1115,16,294,116,17,46,6,4,4,4,248754,88.31,16,59,N1
U1116,10,289,147,78,77,3,4,5,1,477930,68.6,19,94,N4
U1117,17,273,21,9,75,5,3,1,2,966868,71.1,10,242,N1
U1118,16,283,15,33,43,8,2,1,2,808850,87.86,20,247,N1
U1119,13,80,153,21,50,13,2,5,1,430126,82.9,14,85,N5
U1120,4,349,123,84,65,3,1,2,5,751503,71.75,3,43,N2
U1121,18,386,170,20,32,18,2,4,3,934644,54.45,12,397,N4
U1122,12,432,10,59,44,4,4,1,2,406093,54.35,2,465,N3
U1123,7,300,70,95,13,3,3,3,4,115373,69.98,20,300,N1
U1124,14,322,65,85,18,5,1,3,4,945986,73.39,16,27,N5
U1125,13,436,175,34,55,4,3,2,3,424051,72.7,10,414,N2
U1126,17,230,72,84,32,8,4,2,4,132084,79.95,18,158,N4
U1127,3,143,49,39,76,11,3,5,1,503697,82.78,4,65,N3
U1128,4,339,176,36,93,7,3,2,5,621569,66.83,18,374,N4
U1129,17,497,159,81,24,19,4,2,5,506135,51.12,3,434,N2
U1130,12,279,12,22,26,9,4,4,2,332790,97.25,13,75,N2
U1131,13,173,52,58,5,7,1,1,3,795816,79.41,7,150,N5
U1132,9,312,130,45,44,6,1,3,1,576984,77.25,8,168,N1
U1133,10,241,58,44,30,20,1,2,4,422300,86.54,7,101,N3
U1134,8,491,28,12,42,18,3,1,4,407038,87.45,8,334,N5
U1135,15,277,179,98,85,10,5,3,1,320133,74.52,18,222,N4
U1136,10,147,151,51,75,10,4,3,5,319921,62.23,3,198,N3
U1137,3,458,179,76,40,10,3,4,3,815893,84.83,20,415,N2
U1138,18,241,59,26,59,11,3,3,3,168997,99.06,5,254,N4
U1139,2,261,26,53,7,19,1,2,1,783193,91.85,17,480,N5
U1140,19,93,64,37,11,18,5,4,5,125506,85.45,2,331,N1
U1141,15,199,46,55,39,7,1,2,2,137536,54.13,12,130,N2
U1142,20,180,189,9,59,13,4,4,5,441629,53.7,18,277,N3
U1143,11,169,48,79,36,8,2,3,3,714778,78.81,16,141,N3
U1144,17,320,39,72,79,16,3,3,4,516061,82.72,4,170,N2
U1145,18,476,149,94,85,13,5,3,2,829468,92.74,8,318,N1
U1146,13,486,121,49,9,12,1,5,5,144995,52.73,15,197,N1
U1147,7,256,35,10,22,5,5,5,5,817086,54.6,3,31,N5
U1148,4,414,117,68,75,3,2,3,1,348546,72.44,7,410,N2
U1149,10,498,46,77,62,19,5,2,1,834189,88.65,19,122,N4
U1150,10,299,170,82,18,15,3,5,2,955861,87.31,4,28,N2
U1151,11,392,136,65,40,15,2,2,3,462751,56.12,18,352,N3
U1152,17,453,186,33,27,3,5,2,5,207773,59.0,6,119,N4
U1153,9,315,161,38,74,8,2,1,1,860109,85.23,5,52,N2
U1154,16,69,180,22,66,11,4,2,2,549892,63.48,3,63,N4
U1155,20,88,25,74,46,11,1,3,3,487457,80.5,8,3,N5
U1156,1,494,25,16,29,6,2,2,5,392868,85.09,18,213,N1
U1157,17,280,157,6,57,7,2,5,3,350478,73.5,5,497,N2
U1158,10,260,69,67,35,10,1,3,2,932403,79.66,20,268,N3
U1159,3,245,45,8,83,9,1,2,2,555085,84.96,4,369,N2
U1160,2,125,171,59,55,13,2,4,3,251494,99.84,5,313,N1
U1161,10,162,50,74,86,12,5,3,5,861187,91.02,6,212,N4
U1162,1,166,178,44,77,4,2,2,5,121699,61.91,1,112,N2
U1163,18,283,121,61,91,19,3,1,2,897763,57.93,19,163,N3
U1164,11,215,114,64,35,18,4,4,3,851412,72.74,18,274,N4
U1165,14,438,27,47,70,18,4,4,3,286132,68.03,10,310,N3
U1166,18,430,82,81,89,12,1,5,4,118370,80.81,19,408,N5
U1167,2,269,59,93,93,8,1,4,4,975202,50.88,1,227,N2
U1168,11,302,110,56,27,8,3,4,2,649495,73.81,7,154,N3
U1169,16,244,52,69,52,13,4,5,4,551937,59.11,10,412,N3
U1170,20,157,115,9,77,8,4,2,3,213308,55.11,16,96,N5
U1171,2,222,79,41,13,16,5,2,4,529800,90.37,9,20,N4
U1172,4,224,38,73,85,6,5,5,5,470685,84.56,7,333,N5
U1173,14,401,182,70,59,19,3,5,5,576734,70.4,9,272,N5
U1174,5,488,154,20,47,3,3,4,2,741079,72.54,11,110,N1
U1175,7,132,68,79,85,5,2,3,5,939916,86.74,3,99,N2
U1176,7,427,64,21,93,20,4,3,2,113420,79.51,19,470,N1
U1177,2,312,154,32,27,4,3,4,4,596580,95.63,14,64,N2
U1178,17,179,134,74,87,14,3,4,3,144053,60.59,10,478,N1
U1179,1,256,50,88,14,5,5,4,5,615337,61.42,2,321,N2
U1180,10,177,184,73,18,15,1,2,1,883894,53.7,18,21,N5
U1181,7,317,134,78,94,5,4,4,4,450950,94.51,5,122,N4
U1182,20,347,165,68,52,15,3,1,2,179249,81.59,12,424,N5
U1183,15,477,132,57,62,12,2,4,2,803735,62.18,20,443,N2
U1184,13,138,111,79,100,14,5,3,4,742006,61.91,17,200,N4
U1185,14,461,111,28,90,3,2,1,2,783186,53.75,9,163,N2
U1186,18,299,26,81,11,13,1,5,3,536679,62.8,12,456,N2
U1187,10,303,123,42,67,5,4,4,2,763600,88.3,17,366,N2
U1188,14,314,78,77,6,4,1,4,4,634755,56.46,7,247,N2
U1189,19,469,191,90,67,19,2,2,2,971821,82.78,11,396,N1
U1190,12,160,92,31,19,14,4,3,2,436696,64.23,9,26,N3
U1191,19,431,36,70,74,14,5,5,2,570261,69.87,8,384,N4
U1192,18,94,71,9,18,4,4,1,2,731538,96.39,4,235,N5
U1193,11,190,12,72,50,12,3,2,4,597232,94.25,17,347,N4
U1194,10,306,84,8,39,8,3,5,2,805455,64.05,17,371,N3
U1195,14,489,156,34,54,7,5,5,5,111669,56.6,16,116,N1
U1196,3,439,64,85,76,19,1,2,3,197013,85.13,16,403,N3
U1197,6,163,113,27,69,9,1,2,4,167911,74.26,3,153,N5
U1198,11,413,23,37,37,10,3,4,3,335145,86.86,11,381,N5
U1199,10,241,114,12,89,15,1,4,3,593978,61.92,14,166,N2
U1200,2,325,193,39,12,6,3,4,5,578083,60.42,4,437,N1
U1201,7,416,17,56,36,11,1,3,1,124771,58.5,3,493,N1
U1202,4,55,65,89,26,6,1,2,2,582933,64.35,9,54,N3
U1203,15,459,193,45,80,9,1,2,2,368079,96.34,16,459,N2
U1204,5,70,114,69,99,15,5,4,5,413318,67.65,20,27,N4
U1205,16,485,19,92,81,14,2,1,1,819606,63.33,19,261,N2
U1206,6,256,191,57,87,14,4,5,2,737729,64.9,2,301,N1
U1207,10,306,102,63,52,12,4,1,5,169972,97.7,13,286,N3
U1208,19,420,155,69,91,20,2,3,1,797212,82.77,5,238,N4
U1209,17,416,101,44,91,14,4,4,5,632368,82.91,19,472,N1
U1210,19,105,147,73,19,6,5,2,3,463857,77.27,6,369,N5
U1211,7,153,38,52,62,12,2,2,1,581917,93.9,15,377,N4
U1212,17,228,12,25,54,3,4,5,1,649945,87.21,18,165,N4
U1213,3,482,152,73,37,15,4,4,1,616891,52.71,9,444,N5
U1214,10,407,129,86,74,9,4,4,2,994567,61.01,15,200,N5
U1215,5,159,177,38,44,9,1,1,2,114278,88.42,8,423,N1
U1216,4,78,61,84,58,7,2,4,2,418255,95.8,9,414,N3
U1217,13,382,77,33,24,17,2,5,3,789422,75.69,6,444,N2
U1218,18,72,13,93,17,16,1,3,1,784449,71.77,11,294,N5
U1219,19,89,149,27,7,4,1,1,5,913086,50.38,2,209,N1
U1220,12,223,122,41,77,19,1,4,5,170752,65.67,11,464,N4
U1221,20,110,41,79,12,3,5,1,5,410063,76.96,1,327,N3
U1222,12,313,56,58,88,16,1,5,2,509216,79.2,17,238,N2
U1223,16,353,115,49,95,16,2,1,1,933001,51.19,9,312,N3
U1224,6,407,170,81,42,13,1,2,5,411730,70.52,3,337,N2
U1225,7,433,195,50,7,18,4,3,1,162042,77.65,4,172,N1
U1226,8,451,42,92,10,16,5,5,5,223447,61.37,14,14,N5
U1227,11,252,100,27,65,19,5,5,5,938554,68.38,5,76,N3
U1228,9,100,138,92,47,5,3,2,3,807288,52.03,13,433,N2
U1229,3,257,82,6,28,14,3,5,1,519572,82.81,18,168,N4
U1230,2,435,97,8,60,4,5,2,2,188173,94.43,9,208,N5
U1231,18,494,21,60,86,4,5,2,3,594667,61.93,15,1,N2
U1232,13,196,11,99,11,6,3,3,3,239697,60.18,6,84,N1
U1233,1,164,105,99,67,4,2,2,4,171610,72.84,4,488,N1
U1234,12,139,162,38,35,15,3,1,5,419640,92.11,6,32,N3
U1235,14,300,85,11,43,9,1,3,1,605245,77.62,12,82,N3
U1236,5,277,151,94,61,7,2,3,1,896811,50.42,17,357,N1
U1237,8,318,115,23,67,14,4,5,2,880237,93.09,14,21,N5
U1238,17,130,35,5,38,14,5,5,1,843168,67.64,11,481,N2
U1239,18,385,187,89,82,5,5,2,2,417441,85.5,9,13,N5
U1240,12,332,156,29,48,12,1,3,4,446141,76.35,20,280,N5
U1241,9,85,137,16,50,19,5,1,2,899041,70.92,5,499,N1
U1242,5,158,56,65,79,10,4,5,4,764276,74.71,11,442,N4
U1243,16,442,97,19,10,17,4,2,2,389191,53.78,6,122,N1
U1244,11,161,95,52,86,16,5,5,5,697000,72.83,19,284,N2
U1245,13,233,196,26,68,14,5,1,3,860487,85.97,18,459,N3
U1246,9,132,116,65,68,19,2,4,4,815989,56.5,1,429,N3
U1247,7,292,14,84,26,13,4,5,2,886459,78.57,19,50,N4
U1248,1,480,34,38,6,10,5,2,2,684314,63.85,6,228,N2
U1249,11,126,23,9,100,17,3,2,5,186786,74.79,11,431,N5
U1250,1,453,47,47,53,8,2,4,1,620388,93.91,11,174,N1
U1251,6,212,78,80,62,14,2,5,2,776590,64.7,16,419,N3
U1252,20,472,107,30,63,12,4,4,3,685541,61.01,4,315,N2
U1253,6,159,109,30,58,7,1,1,1,652748,74.26,4,3,N1
U1254,11,334,167,54,82,12,4,2,1,629020,98.43,14,90,N1
U1255,19,161,120,43,94,17,4,2,2,589564,74.36,20,344,N5
U1256,11,363,149,31,99,13,5,5,3,291683,50.44,9,448,N1
U1257,19,51,142,86,47,12,4,3,1,387965,53.89,8,152,N2
U1258,2,475,90,59,27,7,4,1,2,638063,65.76,7,57,N5
U1259,8,356,178,57,39,11,4,1,1,221956,87.99,3,217,N5
U1260,14,219,141,63,57,16,4,2,5,106468,87.97,9,152,N1
U1261,11,110,187,68,12,11,1,4,4,478340,94.63,9,193,N4
U1262,15,156,36,55,93,3,5,5,4,873594,85.22,12,436,N5
U1263,14,438,61,47,21,13,5,2,3,246208,82.45,7,378,N5
U1264,15,317,187,45,5,18,4,4,5,134982,72.27,20,357,N4
U1265,7,289,156,99,14,19,3,5,4,828737,61.24,1,39,N2
U1266,20,122,137,84,15,9,2,5,5,495801,81.58,1,106,N4
U1267,18,109,175,8,72,12,5,2,4,582133,86.8,3,11,N5
U1268,3,311,136,42,23,15,2,1,5,185463,68.3,19,274,N2
U1269,16,181,14,54,80,18,3,4,4,628011,80.44,6,197,N2
U1270,11,253,15,75,88,4,1,1,3,623881,94.08,2,443,N1
U1271,20,448,14,17,58,11,2,2,4,566990,80.96,18,104,N3
U1272,3,372,60,83,44,7,2,3,3,518768,78.38,15,496,N2
U1273,18,54,52,57,15,9,1,1,2,569828,54.84,17,479,N5
U1274,4,338,130,92,6,16,4,2,3,396728,53.87,8,2,N2
U1275,7,342,88,65,46,4,2,3,2,278048,82.78,5,286,N1
U1276,2,150,62,46,33,19,1,4,3,796574,57.83,3,241,N2
U1277,4,470,101,87,65,8,5,2,3,398424,72.57,2,352,N1
U1278,6,329,184,93,9,16,2,3,4,738197,82.64,11,21,N1
U1279,10,388,193,89,10,13,5,1,1,734248,78.25,13,322,N2
U1280,4,77,180,70,30,4,3,4,2,661757,98.96,6,471,N3
U1281,11,129,82,49,88,20,3,3,2,214013,95.33,12,298,N5
U1282,7,217,26,40,40,5,2,4,2,840230,54.73,7,284,N4
U1283,14,236,36,48,83,16,4,4,1,658815,91.97,18,225,N1
U1284,13,181,187,92,99,14,5,4,3,212384,71.39,11,138,N2
U1285,14,62,119,95,41,3,2,2,2,464823,51.42,18,284,N2
U1286,10,176,63,79,41,12,4,1,2,841924,66.96,5,248,N5
U1287,20,424,49,78,78,5,2,1,5,563766,55.05,2,329,N4
U1288,4,256,187,50,64,18,4,3,4,503606,85.37,3,75,N5
U1289,12,213,21,89,98,3,4,5,1,593500,88.5,17,489,N3
U1290,17,243,57,69,13,15,2,3,4,319032,78.09,20,359,N4
U1291,4,364,93,12,63,11,3,1,3,522018,61.06,5,231,N1
U1292,4,102,159,93,28,14,4,1,1,450123,71.53,10,421,N1
U1293,15,470,149,77,97,19,4,3,4,798153,97.52,18,169,N2
U1294,6,424,130,97,21,6,1,2,2,227842,58.14,1,418,N4
U1295,12,69,69,40,61,9,2,5,1,812337,57.66,5,262,N3
U1296,16,158,133,61,70,6,5,1,4,604567,64.89,5,483,N3
U1297,6,397,35,36,40,13,5,5,3,123983,50.48,9,335,N5
U1298,5,121,66,18,71,19,2,3,3,322197,76.69,3,61,N1
U1299,15,62,154,43,50,13,2,1,1,513519,77.04,13,402,N4
U1300,5,69,187,44,21,12,2,3,5,680869,72.08,16,16,N2
U1301,2,102,182,51,31,3,3,1,3,818180,88.82,16,110,N2
U1302,4,114,32,96,57,11,1,4,5,455972,72.59,7,284,N2
U1303,15,285,197,79,21,11,2,5,1,906326,83.04,5,418,N3
U1304,3,292,151,11,69,10,3,5,3,793973,61.6,11,476,N2
U1305,18,332,55,33,63,13,5,4,3,878877,89.33,6,311,N5
U1306,9,410,165,93,73,9,3,5,5,331117,79.2,10,369,N1
U1307,12,76,109,61,98,14,1,1,3,207445,69.58,12,420,N4
U1308,6,97,47,41,90,13,3,5,2,802712,68.91,3,92,N5
U1309,20,72,131,32,40,3,1,4,3,893648,89.28,9,121,N4
U1310,13,230,164,25,9,17,5,2,2,899855,62.84,4,56,N5
U1311,5,66,183,98,39,19,3,5,5,458932,97.55,8,227,N4
U1312,12,465,90,81,41,18,1,4,5,729747,87.95,13,302,N1
U1313,19,450,139,75,78,7,1,3,5,548748,89.59,18,283,N3
U1314,6,268,22,29,63,12,5,4,4,761712,90.55,10,94,N4
U1315,13,126,12,90,48,4,1,4,2,184349,55.62,18,224,N5
U1316,20,312,154,74,20,5,2,1,5,616367,91.68,20,468,N2
U1317,11,340,27,28,80,3,5,1,3,650666,88.81,14,154,N5
U1318,13,233,61,13,78,13,1,2,3,204563,50.97,6,252,N4
U1319,7,414,104,75,9,17,4,4,5,169228,66.65,13,363,N3
U1320,14,463,26,79,48,3,4,4,5,295077,73.37,3,3,N1
U1321,19,326,73,97,70,14,4,4,1,965028,69.77,6,442,N5
U1322,14,461,39,16,57,16,5,1,1,443510,73.44,2,21,N2
U1323,6,417,72,80,15,12,3,2,2,630357,78.83,15,87,N1
U1324,16,491,71,28,68,9,4,2,4,339198,90.74,13,90,N2
U1325,16,130,26,35,27,5,5,5,3,960806,95.88,9,37,N5
U1326,18,448,130,31,33,12,4,5,4,233592,77.81,9,96,N3
U1327,11,230,176,55,89,12,3,3,1,568349,89.03,4,333,N1
U1328,7,235,82,90,91,10,3,5,4,228729,96.89,14,327,N2
U1329,5,181,120,58,29,12,5,2,2,559651,51.62,20,41,N4
U1330,11,116,80,81,11,20,1,2,1,831411,56.87,15,417,N3
U1331,7,233,14,52,76,7,2,2,3,108419,50.76,8,247,N4
U1332,16,101,186,63,52,5,4,3,2,575873,91.93,15,327,N1
U1333,10,208,17,51,59,13,4,4,1,575523,97.92,20,97,N2
U1334,18,188,90,43,95,16,5,1,3,305477,51.78,19,30,N2
U1335,13,191,59,97,20,20,2,2,1,233614,69.62,6,217,N4
U1336,6,195,184,19,37,20,1,4,3,974167,98.01,8,446,N5
U1337,14,463,134,11,86,11,5,5,2,630733,87.73,8,274,N3
U1338,8,391,120,69,92,3,4,4,5,774999,74.24,16,86,N3
U1339,9,111,110,45,52,15,2,2,4,480767,67.56,17,376,N5
U1340,9,106,199,80,86,19,1,3,5,248611,78.75,10,433,N2
U1341,4,381,30,35,41,4,1,2,3,426483,63.72,18,222,N1
U1342,18,166,108,90,13,19,1,5,2,128581,61.7,9,473,N2
U1343,18,500,169,61,97,19,5,1,2,702159,77.08,11,257,N2
U1344,11,261,103,27,60,14,3,1,2,769606,86.86,12,37,N3
U1345,7,278,75,96,75,6,2,4,5,621955,83.78,1,210,N1
U1346,18,98,152,73,61,16,1,3,2,164946,62.54,11,485,N5
U1347,15,268,26,20,85,6,5,5,1,551822,95.19,7,21,N1
U1348,18,193,136,38,17,15,2,5,5,804431,57.05,11,316,N1
U1349,14,401,19,47,72,6,5,5,1,144885,68.63,7,61,N2
U1350,18,490,25,54,13,5,1,1,5,539608,71.85,4,286,N4
U1351,2,343,159,25,68,17,3,5,3,917469,86.77,9,272,N5
U1352,17,267,111,91,36,4,5,3,4,460413,73.28,20,469,N1
U1353,12,212,108,84,23,17,1,3,2,583083,91.58,15,241,N2
U1354,4,341,21,77,5,14,3,1,5,881419,66.52,15,313,N1
U1355,11,362,92,47,20,7,4,2,1,758881,97.51,2,417,N2
U1356,7,303,106,33,100,3,2,2,5,308237,53.16,19,258,N5
U1357,11,143,152,100,13,8,4,2,3,616480,52.1,14,388,N4
U1358,10,345,117,72,83,11,3,5,2,140051,74.01,18,258,N4
U1359,15,106,140,33,66,7,3,1,1,914114,75.46,17,341,N3
U1360,17,108,59,27,98,19,4,2,2,165538,61.61,20,259,N1
U1361,14,259,56,85,21,4,4,3,1,449081,61.08,15,199,N3
U1362,5,482,108,64,15,8,4,2,3,298434,66.32,13,477,N1
U1363,7,138,142,83,23,16,2,3,1,743277,89.08,15,399,N1
U1364,2,81,182,31,26,20,4,4,1,766948,61.56,6,14,N4
U1365,17,344,121,9,72,8,4,2,5,246763,68.04,1,385,N5
U1366,7,165,99,68,31,6,4,3,1,836018,73.45,12,257,N1
U1367,4,78,88,39,25,20,3,3,3,890845,67.05,11,437,N3
U1368,3,162,169,48,75,9,2,1,1,271632,85.8,11,257,N2
U1369,4,384,121,66,28,8,1,4,3,910841,67.84,9,457,N5
U1370,7,373,90,69,62,18,5,1,4,710109,93.87,9,63,N2
U1371,13,412,149,91,88,20,3,4,4,479737,92.3,8,94,N5
U1372,15,193,133,73,21,3,3,2,3,747344,51.01,8,452,N3
U1373,9,66,32,64,89,20,4,3,5,679393,78.85,5,373,N2
U1374,15,352,161,97,42,4,1,4,3,235112,63.84,9,185,N3
U1375,12,315,82,18,72,3,2,5,5,746752,77.74,4,436,N5
U1376,4,168,188,85,32,11,3,4,5,208319,54.89,8,270,N1
U1377,14,461,43,61,69,7,2,5,2,736073,74.36,15,176,N4
U1378,6,341,154,90,29,15,5,3,3,787830,78.17,20,3,N4
U1379,14,156,69,27,77,14,2,4,4,376995,56.1,9,48,N1
U1380,18,81,37,44,99,20,4,5,1,462025,69.62,10,430,N2
U1381,18,127,155,53,12,15,1,1,1,927368,73.78,3,245,N3
U1382,14,425,108,77,82,10,1,1,4,921574,85.54,2,287,N2
U1383,5,180,187,9,34,20,4,2,1,611965,85.69,3,425,N3
U1384,18,243,180,60,39,5,4,4,5,640530,86.58,6,20,N2
U1385,8,427,37,26,10,5,5,5,1,787648,79.89,13,478,N4
U1386,6,353,119,11,9,5,3,3,4,168988,57.27,13,493,N2
U1387,2,280,121,52,78,4,3,2,4,223694,89.53,9,92,N2
U1388,18,203,90,70,5,10,5,1,5,570491,66.84,8,1,N4
U1389,3,206,61,18,95,9,5,3,2,471601,90.15,3,164,N4
U1390,15,86,78,24,60,3,1,3,1,550260,63.62,7,322,N3
U1391,15,257,114,77,76,14,3,5,2,989972,54.8,18,231,N1
U1392,20,391,175,10,83,6,4,2,1,589388,59.34,6,50,N1
U1393,15,202,56,17,85,11,1,1,2,216243,53.17,9,250,N4
U1394,4,500,34,89,77,12,4,3,4,835600,83.79,10,197,N2
U1395,1,88,181,17,26,15,1,5,5,457022,65.23,5,201,N5
U1396,3,217,145,91,76,17,4,2,4,729819,97.07,16,243,N5
U1397,4,307,184,19,8,12,1,4,4,203527,95.74,17,139,N1
U1398,19,488,33,52,48,19,1,5,5,163736,71.75,1,497,N4
U1399,13,478,171,50,77,16,4,2,5,213711,70.47,18,327,N1
U1400,6,206,193,97,38,18,5,4,2,923312,95.87,16,211,N3
U1401,10,428,59,40,65,18,5,4,5,197855,51.16,11,117,N4
U1402,17,228,192,48,25,3,2,1,1,944667,64.23,15,382,N3
U1403,3,412,190,21,51,6,2,2,4,307676,81.94,6,487,N5
U1404,6,264,54,75,80,20,3,3,5,682263,55.07,1,494,N2
U1405,1,390,128,59,46,19,3,2,4,719684,84.32,20,183,N4
U1406,14,494,189,61,7,13,1,1,4,815935,59.16,18,282,N4
U1407,11,130,96,64,48,15,4,1,4,957305,72.23,14,326,N3
U1408,16,269,122,67,86,19,1,1,3,980130,78.45,8,373,N2
U1409,14,250,132,11,71,8,1,1,5,496077,75.11,8,261,N2
U1410,14,469,75,13,30,8,4,4,2,805943,62.66,20,237,N2
U1411,2,166,12,8,55,19,1,4,5,286810,82.45,12,322,N2
U1412,17,200,159,37,70,4,5,1,4,667248,65.04,15,366,N2
U1413,5,370,66,32,72,11,4,3,2,396553,99.87,3,351,N1
U1414,6,414,35,79,99,14,4,5,2,191912,68.58,11,221,N2
U1415,20,382,173,96,94,19,4,2,2,391757,59.23,16,113,N4
U1416,14,119,56,22,69,3,5,5,1,928813,64.62,5,450,N5
U1417,6,93,125,30,51,14,5,3,4,370094,92.51,5,306,N2
U1418,11,475,92,69,64,19,5,1,4,205719,51.44,1,151,N2
U1419,4,447,123,83,74,17,1,2,5,327686,60.34,15,7,N2
U1420,18,112,133,38,31,13,2,2,2,417706,94.23,2,215,N1
U1421,1,286,172,84,53,17,3,2,5,322626,77.69,18,1,N4
U1422,8,383,103,51,55,18,3,2,2,741211,79.32,17,367,N1
U1423,16,340,96,61,63,7,2,1,3,648178,70.71,18,281,N4
U1424,20,480,176,80,14,7,2,2,1,885487,99.7,20,105,N2
U1425,3,367,52,33,63,12,3,2,4,505764,50.26,7,359,N1
U1426,8,500,83,89,99,10,5,5,4,148089,86.44,10,165,N3
U1427,20,479,134,99,36,14,5,1,5,258418,99.41,19,105,N4
U1428,1,55,62,47,20,8,2,1,5,593249,58.16,12,416,N2
U1429,11,377,22,60,54,9,2,2,1,196742,60.64,10,335,N1
U1430,13,150,190,6,64,7,4,5,2,383426,86.69,8,433,N2
U1431,6,162,174,20,43,11,1,1,5,296099,72.76,1,257,N3
U1432,17,207,119,43,70,10,4,4,2,483364,83.66,13,188,N2
U1433,16,413,139,53,87,4,5,2,4,588790,57.49,20,450,N1
U1434,5,248,186,96,30,17,4,5,1,941826,64.78,5,244,N2
U1435,3,356,61,87,52,7,3,2,1,107252,74.05,20,424,N4
U1436,9,398,61,86,33,15,5,5,5,827346,70.38,3,201,N1
U1437,19,279,126,51,75,4,2,5,4,978697,69.78,3,213,N5
U1438,7,175,192,11,5,10,3,4,1,430374,67.41,15,37,N3
U1439,1,420,142,75,25,11,5,5,5,856252,92.34,2,8,N2
U1440,2,364,48,68,11,4,5,3,5,801352,76.4,9,225,N4
U1441,5,452,26,59,65,6,5,4,2,459780,76.32,4,81,N2
U1442,1,100,17,53,60,11,4,5,4,488270,55.32,17,322,N3
